22,Hindu,True or False: Mahavir Mandir is located in Patna.,True,False,, ,True
23,Hindu,Vishnupad Temple is dedicated to:,Shiva,Vishnu,Krishna,Mahavir,Vishnu
24,Hindu,Pataleshwar Nath Temple is primarily dedicated to:,Vishnu,Shiva,Krishna,Mahavir,Shiva
25,Hindu,Thawe Mandir is dedicated to which deity?,Shiva,Vishnu,Durga,Mahavir,Durga
26,Hindu,True or False: Koncheswar Mahadev Temple is a Shiva temple.,True,False,, ,True
27,Hindu,Which temple in Bihar is famous for performing annual Chhath Puja rituals?,Mundeshwari Temple,Vishnupad Temple,Mahavir Mandir Patna,Pataleshwar Nath Temple,Vishnupad Temple
28,Hindu,Mahavir Mandir is associated with which deity?,Lord Vishnu,Lord Mahavir,Lord Shiva,Goddess Durga,Lord Mahavir
29,Hindu,True or False: Mundeshwari Temple is located in Kaimur district.,True,False,, ,True
30,Hindu,Match the temple with the location: Vishnupad Temple → ?,Gaya,Kaimur,Patna,Gopalganj,Gaya
31,Hindu,Which of these temples is known for its rock-cut architecture?,Mundeshwari Temple,Vishnupad Temple,Koncheswar Mahadev Temple,Thawe Mandir,Mundeshwari Temple
32,Hindu,True or False: Hareshwar Nath Temple is dedicated to Lord Shiva.,True,False,, ,True
33,Hindu,Pataleshwar Nath Temple is located in:,Gaya,Patna,Vaishali,Nalanda,Patna
34,Hindu,Which temple is a major pilgrimage site for Jains in Bihar?,Kamaldah Jain Temple,Vishnupad Temple,Mahavir Mandir,Thawe Mandir,Kamaldah Jain Temple
35,Hindu,True or False: Koncheswar Mahadev Temple is dedicated to Lord Vishnu.,True,False,, ,False
36,Hindu,Thawe Mandir is located in which district?,Gopalganj,Patna,Kaimur,Nalanda,Gopalganj
37,Hindu,Which temple is associated with legends of Lord Shiva’s footprints?,Vishnupad Temple,Pataleshwar Nath Temple,Mundeshwari Temple,Thawe Mandir,Pataleshwar Nath Temple
38,Hindu,True or False: Mahavir Mandir is one of the wealthiest temples in Bihar.,True,False,, ,True
39,Hindu,Vishnupad Temple is primarily built in which style?,Nagara style,Dravidian style,Mughal style,Colonial style,Nagara style
40,Hindu,Match the temples with their primary deity: Mundeshwari Temple → ?,Shiva,Vishnu,Mahavir,Durga,Shiva
41,Islamic,Who built Sher Shah Suri Mosque?,Akbar,Sher Shah Suri,Humayun,Hasan Khan Suri,Sher Shah Suri
42,Islamic,Which of the following is a famous Sufi shrine in Bihar?,Tomb of Bakhtiyar Khan,Maner Sharif Dargah,Sher Shah Suri Tomb,Sher Shah Suri Mosque,Maner Sharif Dargah
43,Islamic,True or False: Tomb of Hasan Khan Suri is an Islamic monument in Bihar.,True,False,, ,True
44,Islamic,Which monument was built during the Sur dynasty?,Sher Shah Suri Tomb,Tomb of Hasan Khan Suri,Tomb of Bakhtiyar Khan,Maner Sharif Dargah,Sher Shah Suri Tomb
45,Islamic,Match the tomb with the builder: Sher Shah Suri Tomb → ?,Sher Shah Suri,Tomb of Hasan Khan Suri,Tomb of Bakhtiyar Khan,Humayun,Sher Shah Suri
46,Islamic,Which of these monuments is located near Patna?,Maner Sharif Dargah,Tomb of Hasan Khan Suri,Tomb of Bakhtiyar Khan,Sher Shah Suri Tomb,Maner Sharif Dargah
47,Islamic,True or False: Sher Shah Suri Mosque is a tomb.,True,False,, ,False
48,Islamic,Which tomb is associated with a governor of Bihar during the Sur dynasty?,Tomb of Bakhtiyar Khan,Tomb of Hasan Khan Suri,Sher Shah Suri Tomb,Maner Sharif Dargah,Tomb of Bakhtiyar Khan
49,Islamic,Which of these is a mosque built by Sher Shah Suri?,Sher Shah Suri Mosque,Tomb of Hasan Khan Suri,Maner Sharif Dargah,Tomb of Bakhtiyar Khan,Sher Shah Suri Mosque
50,Islamic,True or False: Maner Sharif Dargah is a pilgrimage site for Muslims.,True,False,, ,True
51,Colonial/Modern,Golghar in Patna was built primarily as a:,Palace,Granary,Fort,Museum,Granary
52,Colonial/Modern,Which monument celebrates the heritage of ancient Pataliputra?,Sabhyata Dwar,Shaheed Smarak,Bihar Museum,Patna Museum,Sabhyata Dwar
53,Colonial/Modern,True or False: Shaheed Smarak is a colonial-era monument.,True,False,, ,False
54,Colonial/Modern,Patna Museum primarily houses:,Modern art,Historical artifacts,Islamic manuscripts,Hindu temples artifacts,Historical artifacts
55,Colonial/Modern,Bihar Museum is mainly focused on:,Art & culture,Science exhibits,Military history,Modern architecture,Art & culture
56,Colonial/Modern,Which monument was built in 1786 during British rule?,Golghar,Sabhyata Dwar,Shaheed Smarak,Bihar Museum,Golghar
57,Colonial/Modern,True or False: Sabhyata Dwar is 32 meters tall.,True,False,, ,True
58,Colonial/Modern,Which museum showcases Bihar’s rich heritage?,Bihar Museum,Patna Museum,Golghar,Shaheed Smarak,Bihar Museum
59,Colonial/Modern,True or False: Patna Museum was built during British rule.,True,False,, ,True
60,Colonial/Modern,Match the monument with the year or purpose: Golghar → ?,1786,Modern era,Ancient,British fort,1786
61,Historic,Rohtasgarh Fort is famous for:,Buddhist architecture,Military fortifications,Mughal tombs,Colonial granaries,Military fortifications
62,Historic,True or False: Rajgir Cyclopean Wall is an ancient fortification.,True,False,, ,True
63,Historic,Agam Kuan is historically associated with which ruler?,Ashoka,Sher Shah Suri,Vikramaditya,Chandragupta Maurya,Ashoka
64,Historic,Kumhrar Archaeological Site is known for:,Ancient city ruins,Modern architecture,British fort,Temple complex,Ancient city ruins
65,Historic,Kamaldah Jain Temple is dedicated to which religion?,Jainism,Hinduism,Buddhism,Islam,Jainism
66,Historic,True or False: Rohtasgarh Fort is located in Bihar.,True,False,, ,True
67,Historic,Rajgir Cyclopean Wall was primarily used for:,Defense,Religious rituals,Trading,Education,Defense
68,Historic,Which site in Bihar contains the ruins of the ancient city of Pataliputra?,Kumhrar Archaeological Site,Rajgir Cyclopean Wall,Rohtasgarh Fort,Kamaldah Jain Temple,Kumhrar Archaeological Site
69,Historic,True or False: Kamaldah Jain Temple is a pilgrimage site for Jains.,True,False,, ,True
70,Historic,Match the historic site with its type: Rohtasgarh Fort → ?,Fort,Kumhrar Archaeological Site,Temple,Wall,Fort
71,Buddhist,Which site is also called Rajgir Peace Pagoda?,Vishwa Shanti Stupa,Mahabodhi Temple,Kesariya Stupa,Nalanda Mahavihara,Vishwa Shanti Stupa
72,Buddhist,True or False: Vikramshila University had a separate monastery for monks.,True,False,, ,True
73,Hindu,Mundeshwari Temple is dedicated to which deity?,Shiva,Vishnu,Durga,Mahavir,Shiva
74,Hindu,Thawe Mandir celebrates which festival prominently?,Chhath,Dussehra,Diwali,Holi,Chhath
75,Islamic,Sher Shah Suri Tomb is located in which city?,Patna,Gaya,Rohtas,Sherghati,Patna
76,Islamic,True or False: Tomb of Bakhtiyar Khan is from the Sur dynasty.,True,False,, ,True
77,Colonial/Modern,Shaheed Smarak commemorates:,Martyrs,Colonial rulers,Merchants,Scientists,Martyrs
78,Colonial/Modern,Which museum in Patna focuses on history and culture?,Patna Museum,Bihar Museum,Golghar,Shaheed Smarak,Patna Museum
79,Historic,Agam Kuan is also known as:,Well of Agam,Kumhrar Well,Rajgir Well,Rohtas Well,Well of Agam
80,Historic,Rajgir Cyclopean Wall was built using:,Large stones,Bricks,Wood,Clay,Large stones
81,Buddhist,Nalanda Mahavihara is located near which river?,Indus,Ganga,Narmada,Saraswati,Ganga
82,Hindu,Vishnupad Temple is famous for which foot imprint?,Lord Krishna,Lord Vishnu,Lord Shiva,Lord Mahavir,Lord Vishnu
83,Islamic,Maner Sharif Dargah is famous for:,Sufi shrine,Buddhist monastery,Hindu temple,Colonial fort,Sufi shrine
84,Colonial/Modern,Golghar was designed by:,Captain John Garstin,Charles Correa,Sher Shah Suri,William Jones,Captain John Garstin
85,Historic,Kumhrar Archaeological Site shows ruins of which empire?,Maurya,Gupta,Mughal,Sur,Maurya
86,Buddhist,True or False: Mahabodhi Temple marks the place of Buddha’s enlightenment.,True,False,, ,True
87,Hindu,Which temple has a conical roof typical of Nagara style?,Vishnupad Temple,Mundeshwari Temple,Thawe Mandir,Mahavir Mandir Patna,Mundeshwari Temple
88,Islamic,Tomb of Hasan Khan Suri is located in:,Patna,Gaya,Rohtas,Nalanda,Patna
89,Colonial/Modern,True or False: Sabhyata Dwar is a modern monument celebrating Pataliputra.,True,False,, ,True
90,Historic,Rohtasgarh Fort is situated in which district?,Rohtas,Bhagalpur,Patna,Gaya,Rohtas
91,Buddhist,Kesariya Stupa was excavated by archaeologists in which century?,19th,20th,18th,21st,20th
92,Hindu,True or False: Mahavir Mandir is visited by millions annually.,True,False,, ,True
93,Islamic,True or False: Sher Shah Suri Mosque has an arched entrance typical of Sur architecture.,True,False,, ,True
94,Colonial/Modern,Bihar Museum was inaugurated in which year?,2015,2010,2020,2005,2015
95,Historic,Which site is known for Ashokan inscriptions?,Agam Kuan,Kumhrar,Rajgir Wall,Rohtasgarh,Agam Kuan
96,Buddhist,True or False: Vikramshila University specialized in tantric studies.,True,False,, ,True
97,Hindu,Which temple is located in Gopalganj district?,Thawe Mandir,Mundeshwari Temple,Vishnupad Temple,Mahavir Mandir Patna,Thawe Mandir
98,Islamic,True or False: Tomb of Bakhtiyar Khan is located near Patna.,True,False,, ,True
99,Colonial/Modern,Golghar’s height is approximately:,29 m,32 m,36 m,40 m,29 m
100,Historic,Match the site with its description: Rajgir Cyclopean Wall → ?,Ancient fortification,Ruins of palace,Temple complex,Granary,Ancient fortification

QuestionID,Category,Question,OptionA,OptionB,OptionC,OptionD,Answer
1,Agra,Which of the following is a UNESCO World Heritage Site?,Agra Fort,Taj Mahal,Fatehpur Sikri,All of the above,All of the above
2,Agra,Who commissioned the Taj Mahal?,Shah Jahan,Akbar,Aurangzeb,Humayun,Shah Jahan
3,Agra,True or False: Fatehpur Sikri served as the Mughal capital for a few years.,True,False,, ,True
4,Agra,Itmad-ud-Daulah's Tomb is also known as:,Baby Taj,Akbar’s Tomb,Jama Masjid,Mehtab Bagh,Baby Taj
5,Agra,Which monument is located opposite the Taj Mahal across the Yamuna River?,Agra Fort,Mehtab Bagh,Fatehpur Sikri,Jama Masjid,Mehtab Bagh
6,Agra,Akbar’s Tomb is located in:,Sikandra,Agra City,Fatehpur Sikri,Lucknow,Sikandra
7,Agra,Jama Masjid in Agra was built by which Mughal ruler?,Shah Jahan,Akbar,Aurangzeb,Jahangir,Shah Jahan
8,Agra,True or False: Agra Fort is made primarily of red sandstone.,True,False,, ,True
9,Lucknow,Which of these is a Mughal-style imambara in Lucknow?,Bara Imambara,Chota Imambara,Rumi Darwaza,Clock Tower,Bara Imambara
10,Lucknow,True or False: Chota Imambara is also called Imambara of Hussainabad.,True,False,, ,True
11,Lucknow,Rumi Darwaza is famous as:,Gateway,Temple,Fort,Palace,Gateway
12,Lucknow,Which building served as a British residence during the 1857 uprising?,Residency Lucknow,Dilkusha Kothi,Bara Imambara,Chota Imambara,Residency Lucknow
13,Lucknow,Dilkusha Kothi is known for its:,Ruins of Nawabi-era palace,Temple,Fort,Garden,Ruins of Nawabi-era palace
14,Varanasi,Which temple is considered one of the most sacred Hindu temples?,Kashi Vishwanath Temple,Ramnagar Fort,Dashashwamedh Ghat,Sarnath Stupa,Kashi Vishwanath Temple
15,Varanasi,True or False: Sarnath Stupa is associated with Lord Buddha's first sermon.,True,False,, ,True
16,Varanasi,Dashashwamedh Ghat is located on the banks of which river?,Yamuna,Ganga,Saraswati,Godavari,Ganga
17,Varanasi,Chaukhandi Stupa commemorates:,Visit of Lord Buddha,Birthplace of Buddha,First sermon of Buddha,Construction of Ganga Ghat,Visit of Lord Buddha
18,Varanasi,Ramnagar Fort is located on which bank of the Ganga River?,Eastern,Western,Southern,Northern,Eastern
19,Prayagraj,Which fort was built by Akbar in Prayagraj?,Allahabad Fort,Khusro Bagh,Anand Bhavan,All Saints Cathedral,Allahabad Fort
20,Prayagraj,True or False: Anand Bhavan is the ancestral home of the Nehru family.,True,False,, ,True
21,Prayagraj,Khusro Bagh contains the tomb of which Mughal prince?,Khusr,Shah Jahan,Aurangzeb,Akbar,Khusr
22,Prayagraj,All Saints Cathedral is primarily associated with which religion?,Christianity,Hinduism,Islam,Jainism,Christianity
23,Jhansi,Which fort is famous for Rani Laxmibai’s defense?,Jhansi Fort,Rani Mahal,Deogarh Fort,Chunar Fort,Jhansi Fort
24,Jhansi,True or False: Rani Mahal is a palace in Jhansi.,True,False,, ,True
25,Mathura & Vrindavan,Krishna Janmabhoomi Temple marks the birthplace of:,Lord Krishna,Lord Rama,Lord Vishnu,Lord Shiva,Lord Krishna
26,Mathura & Vrindavan,Which temple is famous for Radha-Krishna worship in Vrindavan?,Banke Bihari Temple,Dwarkadhish Temple,Prem Mandir,Krishna Janmabhoomi Temple,Banke Bihari Temple
27,Mathura & Vrindavan,True or False: Prem Mandir is a modern marble temple dedicated to Radha-Krishna.,True,False,, ,True
28,Mathura & Vrindavan,Dwarkadhish Temple is located in:,Mathura,Agra,Vrindavan,Lucknow,Vrindavan
29,Ayodhya,Ram Mandir Ayodhya commemorates:,Birthplace of Lord Rama,Fort of Ayodhya,Hanuman Temple,Riverfront,Ram Mandir
30,Ayodhya,True or False: Hanuman Garhi is a fortified temple dedicated to Lord Hanuman.,True,False,, ,True
31,Ayodhya,Kanak Bhawan is primarily dedicated to:,Lord Rama and Sita,Lord Krishna,Lord Vishnu,Lord Shiva,Lord Rama and Sita
32,Other,Which fort is located near Varanasi and was used strategically?,Chunar Fort,Deogarh Dashavatara Temple,Shahi Bridge,Atala Masjid,Chunar Fort
33,Other,Deogarh Dashavatara Temple is associated with which religion?,Hinduism,Buddhism,Islam,Jainism,Hinduism
34,Other,True or False: Shahi Bridge is a Mughal-era bridge over the Ganga.,True,False,, ,True
35,Other,Atala Masjid is located in:,Jaunpur,Agra,Lucknow,Mathura,Jaunpur
36,Other,Bhitargaon Temple is known for its:,Ancient brick architecture,Stone carvings,Wooden structure,Marble work,Ancient brick architecture
37,Other,Suraj Kund Temple is dedicated to:,Sun God,Shiva,Vishnu,Lord Rama,Sun God
38,Agra,True or False: Taj Mahal was built entirely of white marble.,True,False,, ,True
39,Agra,Which Mughal emperor built Agra Fort?,Akbar,Shah Jahan,Aurangzeb,Humayun,Akbar
40,Agra,Mehtab Bagh is located on which side of Taj Mahal?,Yamuna river side,River Ganga side,North,South,Yamuna river side
41,Lucknow,Clock Tower Lucknow is also known as:,Husainabad Clock Tower,Rumi Darwaza,Chota Imambara,Bara Imambara,Husainabad Clock Tower
42,Lucknow,True or False: Residency Lucknow was a key site in the 1857 revolt.,True,False,, ,True
43,Varanasi,True or False: Kashi Vishwanath Temple is one of the 12 Jyotirlingas.,True,False,, ,True
44,Varanasi,Ramnagar Fort was built by which ruler?,Raja Balwant Singh,Aurangzeb,Shah Jahan,Akbar,Raja Balwant Singh
45,Prayagraj,All Saints Cathedral was built in which architectural style?,Gothic,Indo-Islamic,Mughal,Dravidian,Gothic
46,Jhansi,True or False: Jhansi Fort is located on a hilltop.,True,False,, ,True
47,Mathura & Vrindavan,True or False: Banke Bihari Temple is a major Vaishnavite pilgrimage site.,True,False,, ,True
48,Ayodhya,Kanak Bhawan is famous for its:,Gold-plated doors,Temple tower,Stone carvings,Fort walls,Gold-plated doors
49,Other,True or False: Bhitargaon Temple is one of the oldest brick temples in India.,True,False,, ,True
50,Other,Chunar Fort is situated on the banks of which river?,Ganga,Yamuna,Saraswati,Godavari,Ganga
51,Agra,Fatehpur Sikri was abandoned due to:,Water scarcity,Invasion,Disease,Earthquake,Water scarcity
52,Lucknow,Which monument is called the ‘Gateway of Lucknow’?,Rumi Darwaza,Bara Imambara,Chota Imambara,Clock Tower,Rumi Darwaza
53,Varanasi,True or False: Chaukhandi Stupa marks the spot where Buddha met his first disciples.,True,False,, ,True
54,Prayagraj,Khusro Bagh contains tombs of Mughal princes from which dynasty?,Mughal,Sur,Gupta,Chola,Mughal
55,Jhansi,Rani Mahal was built as a residence for:,Rani Laxmibai,Raja of Jhansi,British Governor,Nawabs,Rani Laxmibai
56,Mathura & Vrindavan,Prem Mandir is located in which city?,Vrindavan,Mathura,Agra,Lucknow,Vrindavan
57,Ayodhya,True or False: Ram Mandir was under construction for several decades.,True,False,, ,True
58,Other,Shahi Bridge connects which two cities?,Jaunpur & Varanasi,Lucknow & Kanpur,Agra & Mathura,Prayagraj & Varanasi,Jaunpur & Varanasi
59,Other,Atala Masjid is famous for its:,Islamic arches,Marble carvings,Hindu murals,Buddhist stupas,Islamic arches
60,Other,Suraj Kund Temple is located in which district?,Prayagraj,Varanasi,Lucknow,Agra,Prayagraj
61,Agra,Taj Mahal is an example of which architectural style?,Mughal,Dravidian,Indo-Saracenic,Colonial,Mughal
62,Lucknow,True or False: Bara Imambara contains the famous Bhul Bhulaiya.,True,False,, ,True
63,Varanasi,Dashashwamedh Ghat is primarily used for:,Ganga Aarti,Buddhist rituals,Fort defense,Trade,Ganga Aarti
64,Prayagraj,Anand Bhavan is associated with which Indian family?,Nehru family,Shah family,Mughal dynasty,Scindia family,Nehru family
65,Jhansi,True or False: Jhansi Fort was heavily attacked during the 1857 revolt.,True,False,, ,True
66,Mathura & Vrindavan,Which temple is dedicated to Dwarkadhish?,Dwarkadhish Temple,Banke Bihari Temple,Prem Mandir,Krishna Janmabhoomi,Dwarkadhish Temple
67,Ayodhya,Hanuman Garhi was built to honor:,Lord Hanuman,Lord Rama,Lord Krishna,Lord Vishnu,Lord Hanuman
68,Other,Bhitargaon Temple is built primarily with:,Bricks,Stone,Marble,Wood,Bricks
69,Agra,True or False: Agra Fort also served as a palace for Mughal emperors.,True,False,, ,True
70,Lucknow,Chota Imambara was built by which ruler?,Nawab Muhammad Ali Shah,Nawab Wajid Ali Shah,Akbar,Shah Jahan,Nawab Muhammad Ali Shah
71,Varanasi,Ramnagar Fort houses a museum of:,Arms and armor,Artifacts,Gems,Paintings,Arms and armor
72,Prayagraj,True or False: Khusro Bagh is located near Allahabad Fort.,True,False,, ,True
73,Jhansi,Rani Mahal is located within which fort area?,Jhansi Fort,Chunar Fort,Rohtasgarh Fort,Deogarh Fort,Jhansi Fort
74,Mathura & Vrindavan,Krishna Janmabhoomi Temple is located in which city?,Mathura,Vrindavan,Agra,Lucknow,Mathura
75,Ayodhya,True or False: Kanak Bhawan contains gold-plated doors.,True,False,, ,True
76,Other,Deogarh Dashavatara Temple depicts stories of which deity?,Vishnu,Shiva,Krishna,Rama,Vishnu
77,Agra,Itmad-ud-Daulah’s Tomb is often considered a precursor to:,Taj Mahal,Fatehpur Sikri,Agra Fort,Mehtab Bagh,Taj Mahal
78,Lucknow,True or False: Rumi Darwaza was built by Nawab Asaf-ud-Daula.,True,False,, ,True
79,Varanasi,True or False: Sarnath Stupa is near Varanasi city.,True,False,, ,True
80,Prayagraj,All Saints Cathedral is an example of:,Gothic architecture,Indo-Saracenic,Dravidian,Colonial,Gothic architecture
81,Jhansi,True or False: Jhansi Fort overlooks the Betwa River.,True,False,, ,True
82,Mathura & Vrindavan,Banke Bihari Temple is dedicated to:,Lord Krishna,Lord Rama,Lord Vishnu,Lord Shiva,Lord Krishna
83,Ayodhya,True or False: Ram Mandir is being reconstructed as per archaeological and historical findings.,True,False,, ,True
84,Other,Shahi Bridge is located over which river?,Ganga,Yamuna,Saraswati,Godavari,Ganga
85,Agra,True or False: Mehtab Bagh provides a perfect view of Taj Mahal at sunset.,True,False,, ,True
86,Lucknow,Clock Tower Lucknow was constructed in which century?,19th,18th,17th,20th,19th
87,Varanasi,True or False: Dashashwamedh Ghat is used for cremation rituals.,True,False,, ,False
88,Prayagraj,True or False: Anand Bhavan served as the venue for Congress meetings during the freedom struggle.,True,False,, ,True
89,Jhansi,True or False: Rani Mahal is also known as Rani Lakshmibai’s palace.,True,False,, ,True
90,Mathura & Vrindavan,Prem Mandir is constructed primarily with:,Marble,Stone,Bricks,Wood,Marble
91,Ayodhya,True or False: Hanuman Garhi is located on a hill in Ayodhya.,True,False,, ,True
92,Other,Atala Masjid is built in which architectural style?,Tughlaq,Mughal,Dravidian,Colonial,Tughlaq
93,Agra,True or False: Agra Fort contains both palaces and mosques.,True,False,, ,True
94,Lucknow,Bara Imambara is famous for its:,Central hall,Bhul Bhulaiya,Minarets,Clock tower,Central hall
95,Varanasi,Chaukhandi Stupa is located near which Ghat?,Sarnath Ghat,Dashashwamedh Ghat,Ramnagar Fort,Ganga Ghat,Sarnath Ghat
96,Prayagraj,Khusro Bagh was built by:,Jahanara Begum,Nawab,Wazir,Akbar,Jahanara Begum
97,Jhansi,True or False: Jhansi Fort is a symbol of resistance against British colonial rule.,True,False,, ,True
98,Mathura & Vrindavan,Dwarkadhish Temple is built in which architectural style?,Nagara,Dravidian,Mughal,Colonial,Nagara
99,Ayodhya,Kanak Bhawan was built by:,Raja Jai Singh,Raja Bharat,Raja Ram,Raja Dashrath,Raja Jai Singh
100,Other,Suraj Kund Temple celebrates which festival annually?,Makar Sankranti,Diwali,Navratri,Holi,Makar Sankranti

QuestionID,Category,Question,OptionA,OptionB,OptionC,OptionD,Answer
1,Mughal & Sultanate,Which of these is a UNESCO World Heritage Site?,Red Fort,Qutub Minar,Humayun's Tomb,All of the above,All of the above
2,Mughal & Sultanate,Who built Qutub Minar?,Qutb-ud-din Aibak,Shah Jahan,Aurangzeb,Akbar,Qutb-ud-din Aibak
3,Mughal & Sultanate,True or False: Red Fort was the main residence of Mughal emperors.,True,False,, ,True
4,Mughal & Sultanate,Humayun's Tomb inspired which famous monument?,Taj Mahal,Qutub Minar,Red Fort,Purana Qila,Taj Mahal
5,Mughal & Sultanate,Purana Qila is located on the banks of which river?,Yamuna,Ganga,Saraswati,Godavari,Yamuna
6,Mughal & Sultanate,Tughlaqabad Fort was built by which ruler?,Ghiyas-ud-din Tughlaq,Shah Jahan,Akbar,Aurangzeb,Ghiyas-ud-din Tughlaq
7,Mughal & Sultanate,Adilabad Fort is associated with which dynasty?,Tughlaq,Lodi,Mughal,Sur,Tughlaq
8,Mughal & Sultanate,True or False: Feroz Shah Kotla was built in the 14th century.,True,False,, ,True
9,Mughal & Sultanate,Hauz Khas Complex is known for:,Water reservoir,Palace,Fort,Temple,Water reservoir
10,Mughal & Sultanate,Alai Darwaza is located in:,Qutub Minar complex,Red Fort,Hauz Khas,Purana Qila,Qutub Minar complex
11,Mughal & Sultanate,Jamali Kamali Mosque and Tomb is located in:,Mehrauli,Hauz Khas,Red Fort,Purana Qila,Mehrauli
12,Mughal & Sultanate,Safdarjung Tomb was built during which empire?,Mughal,Lodi,Tughlaq,Sur,Mughal
13,Mughal & Sultanate,Isa Khan's Tomb is located in:,Humayun's Tomb complex,Red Fort,Purana Qila,Qutub Minar,Humayun's Tomb complex
14,Mughal & Sultanate,Khan-i-Khanan Tomb is associated with:,Abdul Rahim Khan-i-Khanan,Shah Jahan,Akbar,Humayun,Abdul Rahim Khan-i-Khanan
15,Mughal & Sultanate,True or False: Agrasen Ki Baoli is a stepwell in Delhi.,True,False,, ,True
16,Mughal & Sultanate,Begumpur Mosque is from which era?,Tughlaq,Mughal,Lodi,Sur,Tughlaq
17,Mughal & Sultanate,Khirki Mosque is famous for:,Arches and domes,Minarets,Garden design,Stepwell,Arches and domes
18,Colonial,India Gate commemorates:,World War I soldiers,Freedom fighters,Independence activists,Mughal emperors,World War I soldiers
19,Colonial,Rashtrapati Bhavan was formerly known as:,Viceroy’s House,President House,Governor House,Parliament House,Viceroy’s House
20,Colonial,Parliament House was designed by which architect?,Edwin Lutyens,Shah Jahan,Humayun,Le Corbusier,Edwin Lutyens
21,Colonial,Teen Murti Memorial is associated with:,Jawaharlal Nehru,Shah Jahan,Akbar,Humayun,Jawaharlal Nehru
22,Modern,Lotus Temple is dedicated to which religion?,Bahai,Hinduism,Islam,Christianity,Bahai
23,Modern,Akshardham Temple was inaugurated in which year?,2005,2000,2010,2015,2005
24,Modern,Raj Ghat marks the memorial of:,Mahatma Gandhi,Jawaharlal Nehru,Indira Gandhi,Subhash Chandra Bose,Mahatma Gandhi
25,Modern,Shanti Van is dedicated to:,Mahatma Gandhi,Freedom fighters,War memorials,Political leaders,Freedom fighters
26,Modern,Vijay Ghat commemorates:,Indian soldiers,Mahatma Gandhi,Freedom fighters,Political leaders,Indian soldiers
27,Modern,Shakti Sthal is dedicated to:,Indira Gandhi,Mahatma Gandhi,Jawaharlal Nehru,Akbar,Indira Gandhi
28,Modern,National War Memorial is located near:,India Gate,Rashtrapati Bhavan,Red Fort,Qutub Minar,India Gate
29,Temples,Which temple is also called Laxminarayan Temple?,Birla Mandir,Gurudwara Bangla Sahib,Jama Masjid Delhi,Lotus Temple,Birla Mandir
30,Temples,True or False: Gurudwara Bangla Sahib is a Sikh place of worship.,True,False,, ,True
31,Temples,Jama Masjid Delhi was built by:,Shah Jahan,Akbar,Aurangzeb,Humayun,Shah Jahan
32,Mughal & Sultanate,True or False: Qutub Minar is the tallest minaret in India.,True,False,, ,True
